Unnamed: 0,words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,is_error,word_key
197,the,487,1262,61,24,0,517.5,1274.0,0.0166435506241331,0.0321052631578947,0,aab2f79e-ce5c-47da-9844-7fbf82205d45
198,Sun.,574,1264,78,22,0,613.0,1275.0,0.015256588072122,0.0410526315789473,0,224da40e-9b35-4d90-8b5a-c9a74b39492f
199,After,682,1263,107,23,0,735.5,1274.5,0.0159500693481276,0.0563157894736842,0,651071c3-ccb5-4783-9629-e9c5c02c38d7
200,"1992,",817,1265,99,25,0,866.5,1277.5,0.0173370319001386,0.0521052631578947,0,dc0218f8-acf2-41a4-9c42-56341e177225
201,its,950,1261,60,25,0,980.0,1273.5,0.0173370319001386,0.031578947368421,0,1219bea3-30ea-4e7c-a794-897cb8bb9572
202,status,1037,1265,127,21,0,1100.5,1275.5,0.0145631067961165,0.0668421052631579,0,34a19d12-a025-40fa-af21-783486d4d2af
203,as,1190,1268,40,18,0,1210.0,1277.0,0.0124826629680998,0.0210526315789473,0,d86d3f6c-7629-448e-9595-33eeaa133d92
204,a,1256,1269,19,17,0,1265.5,1277.5,0.0117891816920943,0.01,0,b3193309-a61c-4696-9386-d346e575f75c
205,planet,1298,1262,130,30,0,1363.0,1277.0,0.0208044382801664,0.0684210526315789,0,d8b672b7-7776-4a22-ba4e-df18354cf08f
206,fell,1455,1262,82,24,0,1496.0,1274.0,0.0166435506241331,0.0431578947368421,0,0b018844-7c05-4c7b-88da-6ed8362c208c
207,into,1566,1261,82,25,0,1607.0,1273.5,0.0173370319001386,0.0431578947368421,0,22b68d2a-26af-4e8d-8179-e43459255e53
208,question,1673,1261,175,31,0,1760.5,1276.5,0.0214979195561719,0.0921052631578947,0,01308a91-628b-4402-bab0-5caf5b70bc9e
209,following,3,1351,195,31,0,100.5,1366.5,0.0214979195561719,0.1026315789473684,0,fff2fa5d-e160-4a8f-8fc9-012e8ed98ba9
210,the,223,1352,61,24,0,253.5,1364.0,0.0166435506241331,0.0321052631578947,0,ac45db51-fd86-4fc4-90db-c95769573e2a
211,discovery,309,1351,196,30,0,407.0,1366.0,0.0208044382801664,0.1031578947368421,0,fd54e4b5-529f-42c0-8a31-9590245f090f
212,of,530,1353,39,23,0,549.5,1364.5,0.0159500693481276,0.0205263157894736,0,2b856947-3fd2-46eb-8be1-b80bf72a3089
213,several,597,1352,148,24,0,671.0,1364.0,0.0166435506241331,0.0778947368421052,0,d4162ecc-041b-43e8-b194-0aa25ceacba1
214,objects,772,1351,150,31,0,847.0,1366.5,0.0214979195561719,0.0789473684210526,0,dcd7022a-65c7-44cd-932f-cdc50ce1efb2
215,of,948,1353,39,23,0,967.5,1364.5,0.0159500693481276,0.0205263157894736,0,2cc00f06-3928-4d59-b018-44e59b141f0b
216,similar,1015,1351,148,25,0,1089.0,1363.5,0.0173370319001386,0.0778947368421052,0,62e85f24-c9d2-49b9-b7fb-c9ac1235b17a
217,size,1191,1351,83,25,0,1232.5,1363.5,0.0173370319001386,0.0436842105263157,0,26dfabe6-f811-42ae-9c80-ba151f56fb67
218,in,1302,1351,40,25,0,1322.0,1363.5,0.0173370319001386,0.0210526315789473,0,4a6aac0f-a677-4716-aac3-3d52d8d0a3b3
219,the,1367,1352,61,24,0,1397.5,1364.0,0.0166435506241331,0.0321052631578947,0,f53cf7c5-d2b7-47bd-a6bf-fc1a42ed0fe4
220,Kuiper,1453,1351,128,31,0,1517.0,1366.5,0.0214979195561719,0.0673684210526315,0,ea1a7b7a-2d0f-4b8a-b2b5-cd2a1d748218
221,belt.,1606,1352,102,24,0,1657.0,1364.0,0.0166435506241331,0.0536842105263157,0,b25c5db2-abb7-414b-b685-840b0005c21d
222,In,1741,1355,41,21,0,1761.5,1365.5,0.0145631067961165,0.021578947368421,0,c9928670-cfe0-4b00-9945-8f8e293cb766
223,"2005,",2,4,100,25,1,52.0,16.5,0.0173370319001386,0.0526315789473684,0,95588825-6cc5-4845-be7f-e341a5508de2
224,"Eris,",134,0,100,29,1,184.0,14.5,0.0201109570041608,0.0526315789473684,0,38d65abe-c6b0-427a-92db-b1ff849fa95a
225,which,264,0,110,25,1,319.0,12.5,0.0173370319001386,0.0578947368421052,0,a755d037-d306-4244-929e-0442c68d1ede
226,is,400,0,38,25,1,419.0,12.5,0.0173370319001386,0.02,0,1c25120a-b8ec-4176-83ba-3f152049977b
227,27%,464,2,64,24,1,496.0,14.0,0.0166435506241331,0.0336842105263157,0,c7782a1c-8de8-4dc4-a1d9-ebcf1b52805a
228,more,550,8,86,17,1,593.0,16.5,0.0117891816920943,0.0452631578947368,0,dbe2392b-8012-4c2a-b8b2-5fd6a40cfa65
229,massive,660,0,152,25,1,736.0,12.5,0.0173370319001386,0.08,0,21facc0e-3a48-433b-9d54-e4a7f4add2c6
230,than,839,1,85,24,1,881.5,13.0,0.0166435506241331,0.0447368421052631,0,97b991e7-f985-4104-bae2-83ea90555acc
231,"Pluto,",948,1,122,28,1,1009.0,15.0,0.0194174757281553,0.0642105263157894,0,10c72497-90ee-42f6-b368-ba1fa18538d7
232,was,1100,7,64,18,1,1132.0,16.0,0.0124826629680998,0.0336842105263157,0,f8840371-945d-48c4-9f3d-861df2bc02c5
233,"discovered,",1189,0,233,29,1,1305.5,14.5,0.0201109570041608,0.1226315789473684,0,b836ce74-3dc4-4076-a192-c0e2a77666e4
234,which,1452,0,110,25,1,1507.0,12.5,0.0173370319001386,0.0578947368421052,0,49dc842c-c74e-4552-b926-d30bde6ced9d
235,led,1587,1,63,24,1,1618.5,13.0,0.0166435506241331,0.0331578947368421,0,895507c0-0114-4e27-892f-1ce2bf1b1cc5
236,the,1675,1,61,24,1,1705.5,13.0,0.0166435506241331,0.0321052631578947,0,0f059085-3103-4b80-b8b6-2402f944f9ed
237,International,3,90,280,25,1,143.0,102.5,0.0173370319001386,0.1473684210526315,0,3608b675-e67a-46c0-89e4-dd8faa619f72
238,Astronomical,308,90,261,25,1,438.5,102.5,0.0173370319001386,0.1373684210526315,0,b5079df2-a468-4f21-8289-4cbd6e5513b0
239,Union,594,90,110,25,1,649.0,102.5,0.0173370319001386,0.0578947368421052,0,04c20282-4a56-4132-8f7c-b3c2f7ac058e
240,(IAU),736,91,90,27,1,781.0,104.5,0.0187239944521497,0.0473684210526315,0,9aa58d2d-d807-40fd-90e2-4108c0208ae0
241,to,861,94,39,21,1,880.5,104.5,0.0145631067961165,0.0205263157894736,0,377c1a90-3fa0-47c9-bbab-eea69e4b9351
242,define,925,90,129,25,1,989.5,102.5,0.0173370319001386,0.0678947368421052,0,04a1bd22-6c38-4aee-bf36-3b998aca5e02
243,the,1081,91,61,24,1,1111.5,103.0,0.0166435506241331,0.0321052631578947,0,9e0e5b3c-f1c5-4329-81a8-8ffdc979ecb1
244,term,1169,94,85,21,1,1211.5,104.5,0.0145631067961165,0.0447368421052631,0,a08d12cc-a79c-4fdb-b261-acec13d41739
245,"""planet""",1281,91,166,30,1,1364.0,106.0,0.0208044382801664,0.0873684210526315,0,d13df9b9-80ee-4ede-93cd-1c6b189a0841
246,formally,1477,91,172,29,1,1563.0,105.5,0.0201109570041608,0.0905263157894736,0,912c3ea5-4255-40f0-8aec-3c0898a4bf33
247,for,1675,92,60,23,1,1705.0,103.5,0.0159500693481276,0.031578947368421,0,63b7f08e-3699-4fc2-b8e7-daa8acb57347
248,the,1763,91,61,24,1,1793.5,103.0,0.0166435506241331,0.0321052631578947,0,4d741f86-65e4-4b74-82c1-2b601fd5ad4e
249,first,3,180,105,25,1,55.5,192.5,0.0173370319001386,0.0552631578947368,0,471feea1-68c1-4b70-9762-575ee72cc9ff
250,time,135,180,83,25,1,176.5,192.5,0.0173370319001386,0.0436842105263157,0,8f647d20-786b-46ba-a2db-a013f91cc8d4
251,the,245,181,61,24,1,275.5,193.0,0.0166435506241331,0.0321052631578947,0,d40983be-e343-414e-b130-65bbd2aaf954
252,following,333,180,195,31,1,430.5,195.5,0.0214979195561719,0.1026315789473684,0,88b3ec2f-6f8e-425d-a1f3-69c3efaa7c7c
253,year.,550,188,102,22,1,601.0,199.0,0.015256588072122,0.0536842105263157,0,77f3fd90-17aa-4f18-8c31-ac6e6c4190af
254,This,684,180,84,25,1,726.0,192.5,0.0173370319001386,0.0442105263157894,0,32c113ad-7f72-48a1-ab5b-fe411f0f86d6
255,definition,793,180,219,25,1,902.5,192.5,0.0173370319001386,0.1152631578947368,0,200a31d7-a33d-4c75-8628-8ddad3bf17a7
256,excluded,1036,181,174,24,1,1123.0,193.0,0.0166435506241331,0.091578947368421,0,8facabc9-ebe8-4959-be4f-70ed86c9df16
257,Pluto,1234,181,106,24,1,1287.0,193.0,0.0166435506241331,0.0557894736842105,0,08f97d8d-45f4-42c8-9dc3-da27253257d7
258,and,1366,181,64,24,1,1398.0,193.0,0.0166435506241331,0.0336842105263157,0,ffbaa23d-a1a0-429e-a1f5-9de58df6ef29
259,reclassified,1454,180,262,25,1,1585.0,192.5,0.0173370319001386,0.1378947368421052,0,34572f24-50be-4841-a1a6-591d7ac0d065
260,it,1742,180,38,25,1,1761.0,192.5,0.0173370319001386,0.02,0,06bd2c49-3b36-4f60-abea-ee26b86bc0bd
261,as,1806,187,40,18,1,1826.0,196.0,0.0124826629680998,0.0210526315789473,0,c2a2d6c2-7659-4044-9840-0577cf06a1a7
262,a,1872,188,19,17,1,1881.5,196.5,0.0117891816920943,0.01,0,7041c8db-5675-4676-8dde-16ae776f6487
263,member,0,271,129,24,1,64.5,283.0,0.0166435506241331,0.0678947368421052,0,01c55b18-06a2-4155-9b9a-4770d4c20594
264,of,156,272,39,23,1,175.5,283.5,0.0159500693481276,0.0205263157894736,0,8d7fe766-bd65-40c5-bebd-71d06269508f
265,the,223,271,61,24,1,253.5,283.0,0.0166435506241331,0.0321052631578947,0,dd83e602-0c04-44bb-bc50-316f6b07ffbe
266,new,309,278,65,17,1,341.5,286.5,0.0117891816920943,0.0342105263157894,0,60db16c2-12b3-40cd-9c3f-04d40d05d082
267,"""dwarf",401,271,124,24,1,463.0,283.0,0.0166435506241331,0.0652631578947368,0,c35cc021-9b2a-4f46-bb79-6744df1cb6f9
268,"planet""",550,271,149,30,1,624.5,286.0,0.0208044382801664,0.0784210526315789,0,69fbcd20-a5e8-4fb3-a12b-0a6dd7afdffb
269,category,728,274,173,27,1,814.5,287.5,0.0187239944521497,0.0910526315789473,0,0f0e78fa-d7bf-49c0-b519-23b9a47b713c
270,(and,934,271,78,27,1,973.0,284.5,0.0187239944521497,0.0410526315789473,0,8061cd4b-b7a2-411e-b52a-18391c51d36f
271,specifically,1037,270,260,31,1,1167.0,285.5,0.0214979195561719,0.1368421052631579,0,57dd8749-be1e-4ff7-838c-4d04be17c9d9
272,as,1322,277,40,18,1,1342.0,286.0,0.0124826629680998,0.0210526315789473,0,80d5ba32-f9a5-46c5-8927-d7ebfcfad187
273,a,1388,278,19,17,1,1397.5,286.5,0.0117891816920943,0.01,0,f94ede96-07a0-4302-a5e4-1343353eeded
274,plutoid).,1430,270,190,31,1,1525.0,285.5,0.0214979195561719,0.1,0,828807ae-3013-4a5f-b84c-8b8656ea217f
275,Some,1652,273,84,22,1,1694.0,284.0,0.015256588072122,0.0442105263157894,0,f28f62db-3f96-40e1-8c6c-c18b5898e968
276,astronomers,2,364,238,21,1,121.0,374.5,0.0145631067961165,0.1252631578947368,0,d6501597-97c4-4272-96a0-8f1c8386a68a
277,think,267,360,106,25,1,320.0,372.5,0.0173370319001386,0.0557894736842105,0,66ee0105-a1ef-4177-a21e-b356da8cbb70
278,Pluto,398,361,106,24,1,451.0,373.0,0.0166435506241331,0.0557894736842105,0,414e2ac8-c1cd-416f-b558-e1cba91361e1
279,and,530,361,64,24,1,562.0,373.0,0.0166435506241331,0.0336842105263157,0,7662e108-a3f8-4e55-afb2-f894274a348f
280,the,619,361,61,24,1,649.5,373.0,0.0166435506241331,0.0321052631578947,0,491d349d-5c16-4506-be04-2eafcaa5e3d5
281,other,706,361,105,24,1,758.5,373.0,0.0166435506241331,0.0552631578947368,0,b3bff3f6-7238-4cc0-8e89-da33499d96d5
282,dwarf,837,361,106,24,1,890.0,373.0,0.0166435506241331,0.0557894736842105,0,c265d25d-2bdc-4479-9302-d011556ce0b5
283,planets,968,361,152,30,1,1044.0,376.0,0.0208044382801664,0.08,0,1cb817c8-5f91-468f-b43c-a9133eb88c65
284,should,1147,361,129,24,1,1211.5,373.0,0.0166435506241331,0.0678947368421052,0,2e44db8b-73de-4ff0-8b29-120fabcc0a9c
285,be,1298,361,42,24,1,1319.0,373.0,0.0166435506241331,0.0221052631578947,0,b8569d84-28c7-4289-a3f5-832c6b69fedc
286,considered,1366,360,218,25,1,1475.0,372.5,0.0173370319001386,0.1147368421052631,0,c63eccac-2787-4e4b-a182-cc8e7bf644bd
287,planets.,1606,361,168,30,1,1690.0,376.0,0.0208044382801664,0.0884210526315789,0,fad5a457-f6ce-4eeb-ada7-fdf14b496c1c
288,Pluto,2,451,106,24,1,55.0,463.0,0.0166435506241331,0.0557894736842105,0,5f1dcc82-ed11-4496-98fd-b53b4d8f25f1
289,has,133,451,63,24,1,164.5,463.0,0.0166435506241331,0.0331578947368421,0,fd62e795-b14f-42c6-a62b-a9336f0df556
290,five,223,450,83,25,1,264.5,462.5,0.0173370319001386,0.0436842105263157,0,d5c33b6f-48f3-436a-846c-ed27355a56ea
291,known,331,451,109,24,1,385.5,463.0,0.0166435506241331,0.0573684210526315,0,3d3ebf7d-f073-4642-ad9f-371486a3b215
292,moons:,462,457,124,18,1,524.0,466.0,0.0124826629680998,0.0652631578947368,0,fc90e402-e06d-4743-8271-27b3758f8b28
293,Charon,618,451,130,24,1,683.0,463.0,0.0166435506241331,0.0684210526315789,0,dfae4521-c550-4e86-a795-2294cb7097ed
294,(the,780,451,76,27,1,818.0,464.5,0.0187239944521497,0.04,0,88121742-978a-4173-9233-ba2411d2a3f5
295,"largest,",883,451,165,30,1,965.5,466.0,0.0208044382801664,0.0868421052631579,0,ea671e01-a3a6-4848-8588-403b5f779a87
296,with,1078,450,88,25,1,1122.0,462.5,0.0173370319001386,0.0463157894736842,0,9759de11-c66a-4387-994b-0c31e0267376
297,a,1190,458,19,17,1,1199.5,466.5,0.0117891816920943,0.01,0,86f64957-e7fc-4a10-9bb8-8190cc299e47
298,diameter,1233,450,172,25,1,1319.0,462.5,0.0173370319001386,0.0905263157894736,0,ceb8364a-e58f-48db-8145-d9656f079ee7
299,just,1432,450,84,31,1,1474.0,465.5,0.0214979195561719,0.0442105263157894,0,6def8d0f-e11b-4ac6-8139-7f747fcd0b21
300,over,1542,458,83,17,1,1583.5,466.5,0.0117891816920943,0.0436842105263157,0,d2397f9a-d1ec-4564-8d32-d32a881eeea0
301,half,1651,451,84,24,1,1693.0,463.0,0.0166435506241331,0.0442105263157894,0,aa9ef1ca-a784-462b-933f-4d6bf773c423
302,that,1763,451,83,24,1,1804.5,463.0,0.0166435506241331,0.0436842105263157,0,dc49e0c0-b5d5-48de-b2a6-68c32bb1db28
303,of,2,542,39,23,1,21.5,553.5,0.0159500693481276,0.0205263157894736,0,b439fe1b-0e0d-4b49-8f0f-827b928915a7
304,"Pluto),",68,541,144,28,1,140.0,555.0,0.0194174757281553,0.0757894736842105,0,83c311d1-6707-4d0d-902b-5a5c8fbf78e4
305,"Styx,",244,543,100,27,1,294.0,556.5,0.0187239944521497,0.0526315789473684,0,ea578de8-07e2-4715-8a3c-bf59cd3c0405
306,"Nix,",374,540,80,29,1,414.0,554.5,0.0201109570041608,0.0421052631578947,0,b0013400-c8e3-41b6-99c8-64b96bd5f5b3
307,"Kerberos,",485,541,189,28,1,579.5,555.0,0.0194174757281553,0.0994736842105263,0,8f9be824-a98a-40be-842a-1aa5ea39e5f7
308,and,706,541,64,24,1,738.0,553.0,0.0166435506241331,0.0336842105263157,0,831e33d7-352c-4c82-82e7-abf90c383aad
309,Hydra.,793,541,123,29,1,854.5,555.5,0.0201109570041608,0.0647368421052631,0,692fdac9-43c6-4a29-a8f6-8edb1971640f
310,Pluto,948,541,106,24,1,1001.0,553.0,0.0166435506241331,0.0557894736842105,0,113161ef-4fe6-4d3b-beff-db62dab7fdf4
311,and,1080,541,64,24,1,1112.0,553.0,0.0166435506241331,0.0336842105263157,0,2fc4ddfe-a148-4274-bf63-d7040ea3552d
312,Charon,1168,541,130,24,1,1233.0,553.0,0.0166435506241331,0.0684210526315789,0,0b55d26e-faa5-4473-a8f8-96c18a640845
313,are,1322,548,62,17,1,1353.0,556.5,0.0117891816920943,0.0326315789473684,0,c4cc3bc6-c28a-4974-ba24-f6653378be4c
314,sometimes,1411,540,193,25,1,1507.5,552.5,0.0173370319001386,0.101578947368421,0,b588f8c9-6f2a-4be7-ba25-7310d7032040
315,considered,1630,540,218,25,1,1739.0,552.5,0.0173370319001386,0.1147368421052631,0,30a0c6e8-d729-4347-a4d2-65cd79582a77
316,a,1872,548,19,17,1,1881.5,556.5,0.0117891816920943,0.01,0,822ece95-121a-40f6-bc4c-4a5bc0a9b314
317,binary,0,630,131,30,1,65.5,645.0,0.0208044382801664,0.0689473684210526,0,9ea47213-bbad-4bd8-a616-26ff7fadf423
318,system,157,634,129,26,1,221.5,647.0,0.0180305131761442,0.0678947368421052,0,d487e27b-7f67-4af5-a56e-a1b340a415d3
319,because,308,631,152,24,1,384.0,643.0,0.0166435506241331,0.08,0,5f836152-1cf9-4c56-899f-4d5de5de8b2d
320,the,487,631,61,24,1,517.5,643.0,0.0166435506241331,0.0321052631578947,0,10ca6bdc-ee87-4147-80af-c67827e46a18
321,center,574,634,127,21,1,637.5,644.5,0.0145631067961165,0.0668421052631579,0,4d002961-c431-4b3e-93fd-ac99d6b0e191
322,of,728,632,39,23,1,747.5,643.5,0.0159500693481276,0.0205263157894736,0,dfcf651c-4928-4c59-a65f-d885b890bf24
323,their,795,630,104,25,1,847.0,642.5,0.0173370319001386,0.0547368421052631,0,f947fd60-6252-4411-850a-1c15b8c67d5d
324,orbits,926,630,128,25,1,990.0,642.5,0.0173370319001386,0.0673684210526315,0,9d8c1f49-eb9a-4fd2-94cd-24ed17206ed7
325,does,1079,631,85,24,1,1121.5,643.0,0.0166435506241331,0.0447368421052631,0,07ac2440-25ed-45c9-930d-ed81e98867b9
326,not,1189,634,63,21,1,1220.5,644.5,0.0145631067961165,0.0331578947368421,0,d1dc850a-5d21-4c4b-a916-496a708254f0
327,lie,1279,630,61,25,1,1309.5,642.5,0.0173370319001386,0.0321052631578947,0,66f064c4-6d34-4ace-90f0-adabe7868af4
328,within,1364,630,132,25,1,1430.0,642.5,0.0173370319001386,0.0694736842105263,0,e3423dec-f532-47b4-8365-0d00d59db5ab
329,either,1520,630,127,25,1,1583.5,642.5,0.0173370319001386,0.0668421052631579,0,2e51ea2f-218a-479d-9594-0260e09e472c
330,body.,1672,631,102,29,1,1723.0,645.5,0.0201109570041608,0.0536842105263157,0,a4f09741-9a1a-4ec0-827a-98786318e5e4
331,The,1806,631,62,24,1,1837.0,643.0,0.0166435506241331,0.0326315789473684,0,fd6e001b-d1a6-4254-9c9c-c2bd693f3f80
332,IAU,3,725,63,21,1,34.5,735.5,0.0145631067961165,0.0331578947368421,0,01a65bcc-abb3-43da-8716-65e4b5128bab
333,has,89,722,63,24,1,120.5,734.0,0.0166435506241331,0.0331578947368421,0,df5a338b-dd86-4655-aa8b-e155a9c5c6b0
334,not,177,725,63,21,1,208.5,735.5,0.0145631067961165,0.0331578947368421,0,8c71ef2f-5b69-4c3d-ae7c-956535d9af4d
335,formalized,267,721,217,25,1,375.5,733.5,0.0173370319001386,0.1142105263157894,0,95a3e499-72a7-420a-bb87-72878933aa37
336,a,508,729,19,17,1,517.5,737.5,0.0117891816920943,0.01,0,b6b7cdb2-b8ea-42ae-806e-903ba251e91a
337,definition,551,721,219,25,1,660.5,733.5,0.0173370319001386,0.1152631578947368,0,416d12bd-53f2-478b-b182-939752403552
338,for,795,723,60,23,1,825.0,734.5,0.0159500693481276,0.031578947368421,0,bdc82931-fd88-4a31-81cb-dc9c2c98b1e7
339,binary,880,721,131,30,1,945.5,736.0,0.0208044382801664,0.0689473684210526,0,6a0e89f8-1051-423d-a9d0-13973642346c
340,dwarf,1035,722,106,24,1,1088.0,734.0,0.0166435506241331,0.0557894736842105,0,9cf85e76-79bd-4b36-bed5-1ce324021b0e
341,"planets,",1166,722,168,30,1,1250.0,737.0,0.0208044382801664,0.0884210526315789,0,59d343eb-a8ec-48cf-925c-397d5f7a599d
342,and,1366,722,64,24,1,1398.0,734.0,0.0166435506241331,0.0336842105263157,0,aa20a404-6fb8-4078-a6bb-14fbe6fe7ab4
343,Charon,1454,722,130,24,1,1519.0,734.0,0.0166435506241331,0.0684210526315789,0,cbf9dcb3-3d38-4a2f-8a8c-2380ee8fd9dc
344,is,1610,721,38,25,1,1629.0,733.5,0.0173370319001386,0.02,0,62ef19ca-b2f4-4137-ac3f-85e85fe3e9cf
345,officially,1674,721,217,30,1,1782.5,736.0,0.0208044382801664,0.1142105263157894,0,26a176ec-e4f8-40e2-9293-8e7d0bab21a2
346,classified,2,811,218,25,1,111.0,823.5,0.0173370319001386,0.1147368421052631,0,016bf0cf-fda8-4945-becf-4f88299f59c6
347,as,244,818,40,18,1,264.0,827.0,0.0124826629680998,0.0210526315789473,0,53ddb44e-39ac-4dbb-b6ee-7c85f911b177
348,a,310,819,19,17,1,319.5,827.5,0.0117891816920943,0.01,0,9fbeab48-4c28-493a-b3c8-4bf58a7ffd87
349,moon,352,819,88,17,1,396.0,827.5,0.0117891816920943,0.0463157894736842,0,22f76f7f-018e-4445-b2a1-1d23057619d1
350,of,464,813,39,23,1,483.5,824.5,0.0159500693481276,0.0205263157894736,0,4aa38f8a-6e2a-4a3b-8b65-dcd9551f9b50
351,Pluto.,530,812,122,24,1,591.0,824.0,0.0166435506241331,0.0642105263157894,0,7c9d7463-1159-4548-8a30-b87521b27b2e
352,On,67,905,43,21,1,88.5,915.5,0.0145631067961165,0.0226315789473684,0,edd83456-1a6a-4a9a-8823-a174ee7de26e
353,14,135,905,38,21,1,154.0,915.5,0.0145631067961165,0.02,0,ae785337-8426-4ec3-b803-2f23e7012675
354,July,200,902,85,29,1,242.5,916.5,0.0201109570041608,0.0447368421052631,0,c334d3e4-734a-4a22-8aac-dfc8b616a344
355,"2015,",310,905,100,25,1,360.0,917.5,0.0173370319001386,0.0526315789473684,0,c381e422-b1f4-4133-adb8-4315970d9c55
356,the,443,902,61,24,1,473.5,914.0,0.0166435506241331,0.0321052631578947,0,4f5c6265-18a5-474a-ab60-00b3f60ad51c
357,New,528,905,66,21,1,561.0,915.5,0.0145631067961165,0.0347368421052631,0,6eb4245b-bac8-428f-8208-fd4302d8a7d0
358,Horizons,617,901,173,25,1,703.5,913.5,0.0173370319001386,0.0910526315789473,0,475bafbe-9aab-4883-907a-23405866070d
359,spacecraft,817,903,215,29,1,924.5,917.5,0.0201109570041608,0.1131578947368421,0,2e9a5027-dab1-4074-9de9-bebfcd3e66cf
360,became,1056,902,130,24,1,1121.0,914.0,0.0166435506241331,0.0684210526315789,0,c47d0b6b-7a09-4d43-a28c-0cd27ca5ffea
361,the,1213,902,61,24,1,1243.5,914.0,0.0166435506241331,0.0321052631578947,0,13a2e391-8b5b-4dfc-ad5a-cc2df77a9491
362,first,1301,901,105,25,1,1353.5,913.5,0.0173370319001386,0.0552631578947368,0,37218095-2a8c-492d-b9c5-0828f4d551f7
363,spacecraft,1433,903,215,29,1,1540.5,917.5,0.0201109570041608,0.1131578947368421,0,d4041fc4-e796-4cfe-9230-6a13ebe42b2b
364,to,1675,905,39,21,1,1694.5,915.5,0.0145631067961165,0.0205263157894736,0,21161177-715c-4982-984e-ba96f1cb08d1
365,fly,1741,902,62,29,1,1772.0,916.5,0.0201109570041608,0.0326315789473684,0,2eaa0bd2-e1c7-40f7-88ee-dac8b7345ae9
366,by,1826,902,43,29,1,1847.5,916.5,0.0201109570041608,0.0226315789473684,0,c864f601-d1dc-4129-a8bb-46627d0ad5e7
367,Pluto.,2,992,122,24,1,63.0,1004.0,0.0166435506241331,0.0642105263157894,0,709e714f-8017-4393-8834-3da2b71df970
368,During,155,991,131,31,1,220.5,1006.5,0.0214979195561719,0.0689473684210526,0,6a20d910-7b5f-4a33-bb66-e82157fbc842
369,its,312,991,60,25,1,342.0,1003.5,0.0173370319001386,0.031578947368421,0,48f1c097-6363-488b-b6b0-84e8b402d5f3
370,brief,396,991,107,25,1,449.5,1003.5,0.0173370319001386,0.0563157894736842,0,b1147dc6-13f0-4410-bedf-cfc59dfc88b4
371,"flyby,",531,992,121,29,1,591.5,1006.5,0.0201109570041608,0.0636842105263157,0,9585739f-7bb4-4a17-b105-dbe51f04a6fd
372,New,682,995,66,21,1,715.0,1005.5,0.0145631067961165,0.0347368421052631,0,adff1505-6086-4d80-9880-ab0dd629f25d
373,Horizons,771,991,173,25,1,857.5,1003.5,0.0173370319001386,0.0910526315789473,0,973185e6-d882-4684-b0c1-0f6fcf7ff2ef
374,made,968,992,86,24,1,1011.0,1004.0,0.0166435506241331,0.0452631578947368,0,0cb1cff7-42b1-44cd-bddc-847348958381
375,detailed,1079,991,175,25,1,1166.5,1003.5,0.0173370319001386,0.0921052631578947,0,6433b0b4-1f3b-4ab1-ae10-a7653c055607
376,measurements,1276,995,262,21,1,1407.0,1005.5,0.0145631067961165,0.1378947368421052,0,25f90af1-1013-45ef-b8c7-54c174ed9eaa
377,and,1564,992,64,24,1,1596.0,1004.0,0.0166435506241331,0.0336842105263157,0,1b0ca0cc-f5e4-46c8-8500-66287e430d4a
378,observations,2,1081,260,25,1,132.0,1093.5,0.0173370319001386,0.1368421052631579,0,1dff2b62-4fbf-4479-b662-46b4577ee7c5
379,of,288,1083,39,23,1,307.5,1094.5,0.0159500693481276,0.0205263157894736,0,85287750-6dd6-4447-be8a-1293976a42b1
380,Pluto,354,1082,106,24,1,407.0,1094.0,0.0166435506241331,0.0557894736842105,0,5ce08e42-c075-4177-b7df-50f362c11c24
381,and,486,1082,64,24,1,518.0,1094.0,0.0166435506241331,0.0336842105263157,0,5846de04-af1f-4afa-bd09-7a9920475f4f
382,its,576,1081,60,25,1,606.0,1093.5,0.0173370319001386,0.031578947368421,0,a3807947-3b01-45d1-a565-95478653272e
383,moons.,660,1088,124,18,1,722.0,1097.0,0.0124826629680998,0.0652631578947368,0,e51ed884-ea41-4466-abd6-ef53de568fe8
384,In,817,1085,41,21,1,837.5,1095.5,0.0145631067961165,0.021578947368421,0,9d3c14b2-4cdb-4037-9ab0-92883d9e14b3
385,the,883,1082,61,24,1,913.5,1094.0,0.0166435506241331,0.0321052631578947,0,0cbf85f3-07cf-4c29-9b0b-8492f1b36dc0
386,"1840s,",971,1085,121,25,1,1031.5,1097.5,0.0173370319001386,0.0636842105263157,0,bcfd8a03-b9a7-4287-a582-abe1de75f9fc
387,Urbain,1122,1081,132,25,1,1188.0,1093.5,0.0173370319001386,0.0694736842105263,0,3b7fd1db-6f11-4aee-9b67-50e40f23e23c
388,Le,1278,1085,40,21,1,1298.0,1095.5,0.0145631067961165,0.0210526315789473,0,f7e0b468-7719-4762-8735-75352a92d660
389,Verrier,1342,1081,151,25,1,1417.5,1093.5,0.0173370319001386,0.0794736842105263,0,6e317c30-9028-40ec-80dc-2bc2645c9e41
390,used,1519,1082,87,24,1,1562.5,1094.0,0.0166435506241331,0.0457894736842105,0,5eef112e-55f3-4c60-915c-e7bc74630756
391,Newtonian,1628,1081,198,25,1,1727.0,1093.5,0.0173370319001386,0.1042105263157894,0,777b5eff-efdd-4b8a-a13f-600ab3897447
